,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.2, 'n_hidden': 1, 'hidden_1': 94, 'hidden_2': 61, 'hidden_3': 84, 'hidden_4': 71, 'hidden_5': 68}"
val mse,105.00225830078125
test mse,798.3208
total time,25.400245904922485
function calls,180
iterations,18
