,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.1, 'n_hidden': 2, 'hidden_1': 59, 'hidden_2': 99, 'hidden_3': 59, 'hidden_4': 4, 'hidden_5': 79}"
val mse,2266.493408203125
test mse,8620.661
total time,117.06310796737671
function calls,180
iterations,9
