,Value
best model,"{'model': 'lstm', 'learning_rate': 0.001, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 23, 'hidden_2': 11, 'hidden_3': 25, 'hidden_4': 37, 'hidden_5': 42}"
val mse,157.9922332763672
test mse,792.6589
total time,17.35283923149109
function calls,180
iterations,90
