,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,0.001,0.6,2,89,6,69,44,58
1,lstm,0.001,0.0,2,24,11,26,37,43
2,lstm,0.0001,0.0,2,18,12,22,37,42
3,lstm,0.001,0.0,2,23,11,25,37,42
4,lstm,0.001,0.0,2,24,11,26,37,43
5,lstm,0.001,0.0,2,23,11,25,37,42
6,lstm,0.001,0.0,2,22,11,24,37,41
7,lstm,0.001,0.0,2,22,11,24,37,41
8,lstm,0.001,0.0,2,23,11,25,37,42
9,lstm,0.001,0.0,2,22,11,24,37,41
10,lstm,0.001,0.0,2,22,11,24,37,41
11,lstm,0.001,0.0,2,23,11,25,37,42
12,lstm,0.001,0.0,2,22,11,24,37,41
13,lstm,0.001,0.0,2,22,11,24,37,41
14,lstm,0.001,0.0,2,22,11,24,37,41
15,lstm,0.001,0.0,2,22,11,24,37,41
16,lstm,0.001,0.0,2,23,11,25,37,42
17,lstm,0.001,0.0,2,23,11,25,37,42
18,lstm,0.001,0.0,2,23,11,25,37,42
19,lstm,0.001,0.0,2,21,11,23,37,40
20,lstm,0.001,0.0,2,22,11,24,37,41
21,lstm,0.001,0.0,2,21,11,23,37,40
22,lstm,0.001,0.0,2,23,11,25,37,42
23,lstm,0.001,0.0,2,19,11,21,37,38
24,lstm,0.001,0.0,2,23,11,25,37,42
25,lstm,0.001,0.0,2,20,11,22,37,39
26,lstm,0.001,0.0,2,23,11,25,37,42
27,lstm,0.001,0.0,2,20,11,22,37,39
28,lstm,0.001,0.0,2,23,11,25,37,42
29,lstm,0.001,0.0,2,22,11,24,37,41
30,lstm,0.001,0.0,2,23,11,25,37,42
31,lstm,0.001,0.0,2,22,11,24,37,41
32,lstm,0.001,0.0,2,22,11,24,37,41
33,lstm,0.001,0.0,2,23,11,25,37,42
34,lstm,0.001,0.0,2,22,11,24,37,41
35,lstm,0.001,0.0,2,22,11,24,37,41
36,lstm,0.001,0.0,2,21,11,23,37,40
37,lstm,0.001,0.0,2,22,11,24,37,41
38,lstm,0.001,0.0,2,23,11,25,37,42
39,lstm,0.001,0.0,2,22,11,24,37,41
40,lstm,0.001,0.0,2,22,11,24,37,41
41,lstm,0.001,0.0,2,23,11,25,37,42
42,lstm,0.001,0.0,2,23,11,25,37,42
43,lstm,0.001,0.0,2,23,11,25,37,42
44,lstm,0.001,0.0,2,21,11,23,37,40
45,lstm,0.001,0.0,2,22,11,24,37,41
46,lstm,0.001,0.0,2,22,11,24,37,41
47,lstm,0.001,0.0,2,21,11,23,37,40
48,lstm,0.001,0.0,2,21,11,23,37,40
49,lstm,0.001,0.0,2,23,11,25,37,42
50,lstm,0.001,0.0,2,22,11,24,37,41
51,lstm,0.001,0.0,2,22,11,24,37,41
52,lstm,0.001,0.0,2,23,11,25,37,42
53,lstm,0.001,0.0,2,23,11,25,37,42
54,lstm,0.001,0.0,2,23,11,25,37,42
55,lstm,0.001,0.0,2,22,11,24,37,41
56,lstm,0.001,0.0,2,21,11,23,37,40
57,lstm,0.001,0.0,2,23,11,25,37,42
58,lstm,0.001,0.0,2,22,11,24,37,41
59,lstm,0.001,0.0,2,23,11,25,37,42
60,lstm,0.001,0.0,2,22,11,24,37,41
61,lstm,0.001,0.0,2,23,11,25,37,42
62,lstm,0.001,0.0,2,23,11,25,37,42
63,lstm,0.001,0.0,2,22,11,24,37,41
64,lstm,0.001,0.0,2,23,11,25,37,42
65,lstm,0.001,0.0,2,23,11,25,37,42
66,lstm,0.001,0.0,2,22,11,24,37,41
67,lstm,0.001,0.0,2,23,11,25,37,42
68,lstm,0.001,0.0,2,23,11,25,37,42
69,lstm,0.001,0.0,2,22,11,24,37,41
70,lstm,0.001,0.0,2,23,11,25,37,42
71,lstm,0.001,0.0,2,23,11,25,37,42
72,lstm,0.001,0.0,2,22,11,24,37,41
73,lstm,0.001,0.0,2,23,11,25,37,42
74,lstm,0.001,0.0,2,23,11,25,37,42
75,lstm,0.001,0.0,2,22,11,24,37,41
76,lstm,0.001,0.0,2,23,11,25,37,42
77,lstm,0.001,0.0,2,23,11,25,37,42
78,lstm,0.001,0.0,2,21,11,23,37,40
79,lstm,0.001,0.0,2,23,11,25,37,42
80,lstm,0.001,0.0,2,22,11,24,37,41
81,lstm,0.001,0.0,2,22,11,24,37,41
82,lstm,0.001,0.0,2,23,11,25,37,42
83,lstm,0.001,0.0,2,22,11,24,37,41
84,lstm,0.001,0.0,2,22,11,24,37,41
85,lstm,0.001,0.0,2,21,11,23,37,40
86,lstm,0.001,0.0,2,22,11,24,37,41
87,lstm,0.001,0.0,2,23,11,25,37,42
88,lstm,0.001,0.0,2,22,11,24,37,41
89,lstm,0.001,0.0,2,23,11,25,37,42
