,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.3, 'n_hidden': 2, 'hidden_1': 99, 'hidden_2': 45, 'hidden_3': 98, 'hidden_4': 67, 'hidden_5': 60}"
val mse,2241.226318359375
test mse,8682.866
total time,185.90558052062988
function calls,180
iterations,18
