,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 89, 'hidden_2': 6, 'hidden_3': 69, 'hidden_4': 80, 'hidden_5': 58}"
val mse,2264.0361328125
test mse,8629.315
total time,95.49540758132935
function calls,180
iterations,36
