,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.8, 'n_hidden': 3, 'hidden_1': 90, 'hidden_2': 65, 'hidden_3': 97, 'hidden_4': 90, 'hidden_5': 55}"
val mse,2271.685791015625
test mse,8565.009
total time,98.72766256332397
function calls,180
iterations,3
