,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.5, 'n_hidden': 5, 'hidden_1': 53, 'hidden_2': 97, 'hidden_3': 89, 'hidden_4': 91, 'hidden_5': 11}"
val mse,125.25594329833984
test mse,758.2672
total time,39.54370594024658
function calls,180
iterations,18
