,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.2, 'n_hidden': 4, 'hidden_1': 59, 'hidden_2': 5, 'hidden_3': 10, 'hidden_4': 17, 'hidden_5': 59}"
val mse,2271.741943359375
test mse,8558.127
total time,132.9661829471588
function calls,180
iterations,9
