,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 99, 'hidden_2': 12, 'hidden_3': 22, 'hidden_4': 90, 'hidden_5': 14}"
val mse,2267.298828125
test mse,8600.339
total time,117.30900883674622
function calls,180
iterations,36
