,Value
best model,"{'model': 'lstm', 'learning_rate': 0.001, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 89, 'hidden_2': 4, 'hidden_3': 69, 'hidden_4': 44, 'hidden_5': 62}"
val mse,2290.516845703125
test mse,8583.903
total time,226.22756624221802
function calls,180
iterations,90
