,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.9, 'n_hidden': 4, 'hidden_1': 30, 'hidden_2': 5, 'hidden_3': 86, 'hidden_4': 55, 'hidden_5': 81}"
val mse,2268.078857421875
test mse,8611.924
total time,85.40314054489136
function calls,180
iterations,4
