,Value
best model,"{'model': 'mlp', 'learning_rate': 0.1, 'dropout': 0.1, 'n_hidden': 5, 'hidden_1': 44, 'hidden_2': 25, 'hidden_3': 31, 'hidden_4': 34, 'hidden_5': 37, 'lstm_layers': 2}"
val mse,96.45946502685547
test mse,756.0071
total time,166.76926136016846
function calls,540
iterations,540
