,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 1, 'hidden_1': 29, 'hidden_2': 82, 'hidden_3': 81, 'hidden_4': 66, 'hidden_5': 78}"
val mse,104.52252197265625
test mse,801.9522
total time,28.1795871257782
function calls,180
iterations,3
