,Value
best model,"{'model': 'mlp', 'learning_rate': 0.1, 'dropout': 0.2, 'n_hidden': 1, 'hidden_1': 44, 'hidden_2': 47, 'hidden_3': 55, 'hidden_4': 71, 'hidden_5': 32}"
val mse,118.5119400024414
test mse,904.16583
total time,35.3342547416687
function calls,180
iterations,36
