,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.8, 'n_hidden': 5, 'hidden_1': 88, 'hidden_2': 68, 'hidden_3': 59, 'hidden_4': 88, 'hidden_5': 12}"
val mse,2271.85107421875
test mse,8558.722
total time,99.65587377548218
function calls,180
iterations,4
