,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.8, 'n_hidden': 5, 'hidden_1': 33, 'hidden_2': 67, 'hidden_3': 57, 'hidden_4': 91, 'hidden_5': 88}"
val mse,1797.2611083984375
test mse,11461.026
total time,59.45426630973816
function calls,180
iterations,9
