,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 4, 'hidden_1': 77, 'hidden_2': 90, 'hidden_3': 95, 'hidden_4': 4, 'hidden_5': 26}"
val mse,102.53079223632812
test mse,877.0018
total time,28.661709308624268
function calls,180
iterations,3
