,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.2, 'n_hidden': 2, 'hidden_1': 41, 'hidden_2': 4, 'hidden_3': 30, 'hidden_4': 9, 'hidden_5': 30, 'lstm_layers': 4}"
val mse,1742.961181640625
test mse,11654.459
total time,407.2661283016205
function calls,540
iterations,27
