,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 4, 'hidden_1': 77, 'hidden_2': 90, 'hidden_3': 95, 'hidden_4': 5, 'hidden_5': 26}"
val mse,100.06341552734375
test mse,769.8175
total time,29.424659490585327
function calls,180
iterations,3
