,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.3, 'n_hidden': 2, 'hidden_1': 90, 'hidden_2': 45, 'hidden_3': 69, 'hidden_4': 44, 'hidden_5': 64}"
val mse,2270.896484375
test mse,8724.143
total time,132.0377016067505
function calls,180
iterations,18
