,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.5, 'n_hidden': 5, 'hidden_1': 46, 'hidden_2': 92, 'hidden_3': 95, 'hidden_4': 7, 'hidden_5': 73}"
val mse,102.38683319091797
test mse,848.5086
total time,25.55475616455078
function calls,180
iterations,3
