,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.3, 'n_hidden': 5, 'hidden_1': 18, 'hidden_2': 48, 'hidden_3': 42, 'hidden_4': 45, 'hidden_5': 49, 'lstm_layers': 2}"
val mse,1764.8614501953125
test mse,11480.184
total time,292.87867188453674
function calls,407
iterations,9
