,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5,lstm_layers
0,lstm,0.01,0.1,5,18,48,30,45,43,5
1,lstm,0.01,0.3,5,18,48,42,45,43,3
2,lstm,0.01,0.3,5,18,48,42,45,49,3
3,lstm,0.01,0.3,5,18,48,42,45,49,2
4,lstm,0.01,0.3,5,18,48,42,45,49,2
5,lstm,0.01,0.3,5,18,48,42,45,49,2
6,lstm,0.01,0.3,5,18,48,42,45,49,2
7,lstm,0.1,0.3,5,18,48,42,45,49,2
8,lstm,0.1,0.3,5,18,48,42,45,49,2
