,iteration,start_time,end_time,val_mse
0,1,1631649963.490077,1631649966.1900313,1800.1063232421875
1,2,1631649966.1924322,1631649969.2185104,1809.1678466796875
2,3,1631649969.2216525,1631649972.339258,1805.9454345703125
3,4,1631649972.3425024,1631649975.1618752,1798.4090576171875
4,5,1631649975.1656516,1631649979.893203,1799.7777099609375
5,6,1631649979.8965888,1631649983.99906,1802.697998046875
6,7,1631649984.0020888,1631649988.0780811,1807.285400390625
7,8,1631649988.0811796,1631649992.0386906,1799.849853515625
8,9,1631649992.041849,1631649995.9987109,1798.73681640625
9,10,1631649996.002264,1631650000.1693985,1804.4259033203125
10,11,1631650000.1724813,1631650004.3120744,1799.8602294921875
11,12,1631650004.3158703,1631650008.428364,1807.2274169921875
12,13,1631650008.4314811,1631650013.0241973,1797.7489013671875
13,14,1631650013.0274117,1631650017.364176,1800.957763671875
14,15,1631650017.3673851,1631650022.5597184,1801.50146484375
15,16,1631650022.5630999,1631650026.9533384,1793.1268310546875
16,17,1631650026.9569824,1631650031.2793615,1804.2513427734375
17,18,1631650031.2824283,1631650035.8715947,1795.3997802734375
