,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,0.001,0.6,2,89,6,69,44,58
1,mlp,0.001,0.6,2,82,6,69,44,58
2,mlp,0.001,0.6,2,82,6,69,44,58
3,lstm,0.001,0.6,2,82,6,69,44,58
4,mlp,0.001,0.6,2,82,6,66,43,57
5,lstm,0.0001,0.0,2,18,12,22,37,42
6,lstm,0.001,0.6,2,82,6,69,44,58
7,mlp,0.001,0.6,2,82,6,69,44,58
8,mlp,0.001,0.0,2,82,11,69,44,58
9,mlp,0.001,0.6,2,78,6,69,44,58
10,mlp,0.001,0.6,2,82,6,69,44,58
11,lstm,0.0001,0.0,2,19,12,23,37,42
12,lstm,0.0001,0.0,2,19,12,23,37,42
13,lstm,0.001,0.0,2,19,12,68,37,42
14,mlp,0.001,0.6,2,82,6,69,44,58
15,mlp,0.001,0.6,2,76,6,65,44,58
16,mlp,0.001,0.6,2,82,6,69,44,58
17,mlp,0.0001,0.0,2,19,12,69,37,42
18,lstm,0.0001,0.0,2,19,12,69,37,42
19,lstm,0.0001,0.0,2,19,12,23,37,42
20,lstm,0.0001,0.0,2,19,12,23,37,42
21,lstm,0.0001,0.0,2,82,12,23,44,58
22,lstm,0.0001,0.0,2,19,12,23,37,42
23,lstm,0.0001,0.0,2,19,12,23,37,42
24,mlp,0.0001,0.6,2,82,6,23,44,58
25,mlp,0.001,0.6,2,82,6,69,44,58
26,mlp,0.001,0.6,2,82,6,69,44,58
27,mlp,0.001,0.6,2,82,6,69,37,58
28,lstm,0.0001,0.0,2,19,12,23,37,42
29,lstm,0.0001,0.0,2,19,12,23,37,42
30,mlp,0.001,0.6,2,82,6,69,37,58
31,lstm,0.0001,0.0,2,19,12,23,37,42
32,mlp,0.001,0.6,2,82,6,24,37,58
33,lstm,0.0001,0.0,2,19,6,23,37,42
34,mlp,0.001,0.6,2,82,6,69,37,58
35,mlp,0.001,0.6,2,82,6,69,37,58
36,mlp,0.001,0.6,2,82,6,69,37,58
37,mlp,0.001,0.5,2,82,6,69,37,58
38,mlp,0.001,0.6,2,82,6,69,37,58
39,lstm,0.0001,0.0,2,19,12,23,37,42
40,mlp,0.001,0.6,2,82,6,27,37,58
41,mlp,0.001,0.6,2,82,11,69,37,58
42,lstm,0.0001,0.0,2,19,12,23,37,42
43,lstm,0.0001,0.0,2,19,12,23,37,42
44,mlp,0.001,0.6,2,82,6,69,37,58
45,mlp,0.001,0.6,2,82,6,69,37,58
46,mlp,0.001,0.6,2,82,6,69,37,58
47,lstm,0.0001,0.5,2,19,6,23,37,57
48,mlp,0.001,0.6,2,82,6,69,37,58
49,mlp,0.001,0.6,2,82,6,69,37,58
50,mlp,0.001,0.6,2,82,6,69,37,58
51,mlp,0.001,0.6,2,18,6,69,37,58
52,mlp,0.001,0.6,2,82,6,69,37,58
53,lstm,0.0001,0.0,2,19,12,23,37,42
54,mlp,0.001,0.6,2,82,6,69,37,58
55,mlp,0.001,0.6,2,82,6,69,37,58
56,mlp,0.001,0.0,2,82,11,26,37,43
57,mlp,0.001,0.6,2,82,6,69,37,58
58,mlp,0.001,0.6,2,82,6,69,37,58
59,mlp,0.001,0.6,2,82,6,69,37,58
60,mlp,0.001,0.6,2,82,6,23,37,58
61,lstm,0.0001,0.0,2,82,12,23,37,42
62,mlp,0.001,0.6,2,82,6,23,37,58
63,lstm,0.0001,0.0,2,19,12,23,37,42
64,mlp,0.001,0.6,2,82,6,23,37,58
65,lstm,0.0001,0.0,2,19,12,23,37,42
66,lstm,0.001,0.0,2,19,12,23,37,56
67,mlp,0.001,0.6,2,82,6,23,37,58
68,mlp,0.001,0.6,2,82,6,23,37,58
69,mlp,0.001,0.6,2,82,6,23,37,58
70,lstm,0.0001,0.0,2,19,12,23,37,42
71,mlp,0.001,0.6,2,82,6,23,37,58
72,mlp,0.001,0.6,2,82,6,23,37,58
73,mlp,0.001,0.6,2,82,6,23,37,58
74,mlp,0.001,0.6,2,82,6,23,37,58
75,mlp,0.001,0.6,2,82,6,23,37,58
76,mlp,0.001,0.6,2,82,6,23,37,58
77,mlp,0.001,0.6,2,82,6,23,37,58
78,mlp,0.0001,0.6,2,82,6,23,37,58
79,mlp,0.001,0.6,2,82,6,23,37,58
80,mlp,0.001,0.6,2,82,12,23,37,58
81,lstm,0.0001,0.0,2,19,12,23,37,42
82,lstm,0.0001,0.0,2,19,12,23,37,42
83,mlp,0.001,0.6,2,82,6,23,37,58
84,lstm,0.001,0.6,2,79,6,23,37,58
85,lstm,0.0001,0.0,2,19,12,23,37,42
86,mlp,0.001,0.6,2,82,6,23,37,58
87,mlp,0.001,0.6,2,82,6,23,37,42
88,mlp,0.001,0.6,2,82,6,23,37,58
89,lstm,0.0001,0.0,2,19,12,23,37,42
