,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.3, 'n_hidden': 2, 'hidden_1': 69, 'hidden_2': 81, 'hidden_3': 6, 'hidden_4': 23, 'hidden_5': 17}"
val mse,99.8338394165039
test mse,823.7396
total time,30.29834794998169
function calls,180
iterations,4
