,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,1,44,96,55,71,34
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,55,90,12
3,lstm,0.1,0.8,4,44,79,27,52,4
4,mlp,0.1,0.8,5,34,71,89,90,12
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.8,5,34,71,28,37,42
7,lstm,0.1,0.8,5,34,71,89,90,12
8,lstm,0.1,0.0,4,95,4,89,42,35
9,lstm,0.1,0.0,5,95,4,89,90,12
10,lstm,0.1,0.0,4,95,4,89,42,35
11,lstm,0.1,0.0,4,34,4,89,42,12
12,lstm,0.1,0.0,4,95,4,89,42,35
13,lstm,0.1,0.8,4,95,4,89,90,12
14,lstm,0.1,0.0,4,44,96,89,23,42
15,lstm,0.1,0.8,5,34,96,89,23,42
16,lstm,0.1,0.0,4,95,4,89,42,35
17,lstm,0.1,0.0,4,95,71,82,42,35
18,lstm,0.1,0.0,5,44,71,89,23,42
19,lstm,0.1,0.8,4,4,4,69,42,35
20,lstm,0.1,0.0,4,56,69,89,90,12
21,lstm,0.1,0.8,5,44,93,89,87,11
22,lstm,0.1,0.0,5,40,71,55,90,32
23,lstm,0.1,0.8,5,34,49,89,90,12
24,lstm,0.1,0.8,5,34,71,89,90,12
25,lstm,0.1,0.0,4,95,71,88,89,35
26,lstm,0.1,0.0,5,34,71,88,89,35
27,lstm,0.1,0.8,5,95,93,89,86,35
28,lstm,0.1,0.8,5,34,93,89,86,35
29,lstm,0.1,0.0,4,95,4,89,42,35
30,lstm,0.1,0.0,5,44,96,89,86,35
31,lstm,0.1,0.0,5,95,4,89,42,35
32,lstm,0.1,0.0,5,95,93,89,42,35
33,lstm,0.1,0.0,4,95,71,88,42,35
34,lstm,0.1,0.7,5,95,88,89,42,36
35,lstm,0.1,0.8,5,34,71,89,90,12
