,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 21, 'hidden_2': 96, 'hidden_3': 69, 'hidden_4': 22, 'hidden_5': 57}"
val mse,106.63314056396484
test mse,969.5799
total time,13.964476585388184
function calls,180
iterations,36
