,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.0001,0.0,2,18,12,22,37,42
1,lstm,0.0001,0.0,2,18,12,22,37,42
2,mlp,0.001,0.6,2,72,6,69,44,58
3,lstm,0.001,0.0,2,18,12,22,37,42
4,lstm,0.0001,0.0,2,18,12,22,37,42
5,lstm,0.0001,0.0,2,18,12,22,37,42
6,lstm,0.001,0.6,2,72,6,69,44,58
7,lstm,0.0001,0.0,2,18,12,22,37,42
8,mlp,0.001,0.0,2,72,11,69,44,58
9,mlp,0.001,0.0,2,64,11,69,44,58
10,lstm,0.0001,0.0,2,18,12,22,37,42
11,lstm,0.0001,0.0,2,20,12,24,37,42
12,lstm,0.0001,0.0,2,18,12,22,37,42
13,lstm,0.001,0.0,2,18,12,67,37,42
14,lstm,0.0001,0.0,2,64,12,69,37,42
15,mlp,0.001,0.0,2,54,11,59,44,58
16,lstm,0.0001,0.0,2,61,11,66,37,57
17,mlp,0.0001,0.0,2,18,12,69,37,42
18,lstm,0.0001,0.0,2,18,12,69,37,42
19,lstm,0.001,0.0,2,64,11,69,44,58
20,mlp,0.001,0.0,2,64,11,69,44,43
21,mlp,0.001,0.0,2,64,11,69,44,58
22,lstm,0.0001,0.0,2,18,12,22,37,42
23,lstm,0.001,0.0,2,26,11,30,44,58
24,lstm,0.0001,0.0,2,18,12,22,37,42
25,mlp,0.001,0.0,2,64,11,69,44,58
26,lstm,0.0001,0.0,2,18,12,22,37,42
27,lstm,0.0001,0.0,2,18,12,22,37,42
28,lstm,0.0001,0.0,2,18,12,22,37,42
29,mlp,0.001,0.0,2,63,11,69,44,58
30,mlp,0.001,0.0,2,63,11,69,44,58
31,lstm,0.0001,0.0,2,18,12,22,37,42
32,lstm,0.001,0.0,2,18,12,22,37,42
33,mlp,0.001,0.0,2,63,11,69,44,58
34,lstm,0.0001,0.0,2,18,12,22,37,42
35,mlp,0.001,0.0,2,63,11,69,44,58
36,lstm,0.0001,0.0,2,18,12,22,37,42
37,mlp,0.001,0.0,2,63,11,69,44,58
38,mlp,0.001,0.0,2,63,11,69,44,58
39,lstm,0.0001,0.0,2,18,12,22,37,42
40,mlp,0.001,0.0,2,63,11,32,44,58
41,mlp,0.001,0.0,2,63,11,69,44,58
42,lstm,0.0001,0.0,2,18,12,22,37,42
43,lstm,0.0001,0.0,2,18,12,22,37,42
44,mlp,0.001,0.0,2,63,11,69,44,58
45,mlp,0.001,0.0,2,63,11,69,44,58
46,mlp,0.001,0.0,2,63,11,69,44,58
47,mlp,0.001,0.0,2,63,11,69,44,58
48,mlp,0.001,0.0,2,63,11,69,42,58
49,mlp,0.001,0.0,2,63,11,69,44,58
50,lstm,0.0001,0.0,2,18,12,22,37,42
51,lstm,0.0001,0.0,2,18,12,22,37,42
52,mlp,0.001,0.0,2,63,11,69,44,58
53,lstm,0.0001,0.0,2,18,12,22,37,42
54,mlp,0.001,0.0,2,63,11,69,44,58
55,lstm,0.0001,0.0,2,18,12,22,42,42
56,lstm,0.0001,0.0,2,18,12,22,44,42
57,lstm,0.0001,0.0,2,18,12,22,37,42
58,lstm,0.0001,0.0,2,18,12,22,37,42
59,mlp,0.001,0.0,2,63,11,69,44,58
60,lstm,0.0001,0.0,2,18,12,22,37,42
61,mlp,0.001,0.0,2,20,11,69,44,58
62,mlp,0.001,0.0,2,63,11,69,44,58
63,lstm,0.0001,0.0,2,18,12,69,37,42
64,mlp,0.001,0.0,2,63,11,69,44,58
65,lstm,0.0001,0.0,2,18,12,22,37,42
66,mlp,0.001,0.0,2,63,11,69,44,58
67,mlp,0.001,0.0,2,63,11,69,44,58
68,mlp,0.001,0.0,2,63,11,69,44,58
69,lstm,0.0001,0.0,2,18,12,22,37,42
70,lstm,0.0001,0.0,2,18,12,28,37,44
71,mlp,0.001,0.0,2,63,11,69,44,58
72,lstm,0.0001,0.0,2,18,12,22,37,42
73,lstm,0.0001,0.0,2,18,12,22,37,42
74,lstm,0.0001,0.0,2,18,12,22,37,42
75,lstm,0.0001,0.0,2,18,12,22,37,58
76,mlp,0.001,0.0,2,63,11,69,44,58
77,mlp,0.001,0.0,2,63,11,69,44,58
78,mlp,0.0001,0.0,2,63,11,69,37,58
79,lstm,0.0001,0.0,2,18,12,22,37,42
80,lstm,0.0001,0.0,2,18,12,22,37,42
81,mlp,0.001,0.0,2,63,11,69,44,58
82,lstm,0.0001,0.0,2,18,12,22,37,42
83,mlp,0.001,0.0,2,63,11,69,44,58
84,lstm,0.001,0.0,2,57,11,69,44,58
85,lstm,0.0001,0.0,2,18,12,22,37,42
86,mlp,0.001,0.0,2,63,11,69,44,58
87,mlp,0.001,0.0,2,63,11,69,37,42
88,mlp,0.001,0.0,2,63,11,69,44,58
89,lstm,0.0001,0.0,2,18,12,22,37,42
