,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 89, 'hidden_2': 6, 'hidden_3': 69, 'hidden_4': 37, 'hidden_5': 58}"
val mse,127.36100006103516
test mse,783.6818
total time,3.680405378341675
function calls,180
iterations,90
