,Value
best model,"{'model': 'mlp', 'learning_rate': 0.1, 'dropout': 0.5, 'n_hidden': 3, 'hidden_1': 75, 'hidden_2': 4, 'hidden_3': 68, 'hidden_4': 92, 'hidden_5': 59}"
val mse,1773.80126953125
test mse,11451.324
total time,95.58592319488525
function calls,180
iterations,18
