,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.8, 'n_hidden': 2, 'hidden_1': 54, 'hidden_2': 80, 'hidden_3': 58, 'hidden_4': 66, 'hidden_5': 40}"
val mse,101.65855407714844
test mse,937.6706
total time,7.276384353637695
function calls,180
iterations,36
