,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.1, 'n_hidden': 2, 'hidden_1': 60, 'hidden_2': 98, 'hidden_3': 58, 'hidden_4': 5, 'hidden_5': 81}"
val mse,2240.251708984375
test mse,8692.076
total time,111.1878867149353
function calls,180
iterations,9
