,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 88, 'hidden_2': 85, 'hidden_3': 56, 'hidden_4': 88, 'hidden_5': 96}"
val mse,2264.362060546875
test mse,8706.217
total time,105.4727110862732
function calls,180
iterations,4
