,Value
best model,"{'model': 'lstm', 'learning_rate': 0.001, 'dropout': 0.1, 'n_hidden': 2, 'hidden_1': 36, 'hidden_2': 9, 'hidden_3': 33, 'hidden_4': 39, 'hidden_5': 46}"
val mse,2290.214599609375
test mse,8584.35
total time,101.4715142250061
function calls,180
iterations,90
