,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.0001,0.0,2,18,12,22,37,42
1,lstm,0.0001,0.0,2,18,12,22,37,42
2,lstm,0.0001,0.0,2,18,12,22,37,42
3,lstm,0.01,0.5,2,99,4,74,44,60
4,lstm,0.001,0.3,2,63,8,51,41,52
5,lstm,0.001,0.3,2,63,8,51,41,52
6,lstm,0.001,0.5,2,95,6,72,43,59
7,lstm,0.001,0.3,2,64,7,51,41,52
8,lstm,0.001,0.5,2,95,6,72,43,59
9,lstm,0.001,0.5,2,99,5,75,43,60
10,lstm,0.001,0.1,2,36,9,33,39,46
11,lstm,0.001,0.1,2,44,8,38,39,47
12,lstm,0.001,0.1,2,43,8,37,39,47
13,lstm,0.001,0.2,2,62,8,50,40,51
14,lstm,0.001,0.1,2,36,9,33,39,46
15,lstm,0.001,0.1,2,36,9,33,39,46
16,lstm,0.001,0.1,2,36,9,33,39,46
17,lstm,0.001,0.1,2,36,9,33,39,46
18,lstm,0.001,0.1,2,36,9,33,39,46
19,lstm,0.001,0.1,2,36,9,33,39,46
20,lstm,0.001,0.1,2,36,9,33,39,46
21,lstm,0.001,0.1,2,36,9,33,39,46
22,lstm,0.001,0.1,2,36,9,33,39,46
23,lstm,0.001,0.1,2,36,9,33,39,46
24,lstm,0.001,0.1,2,36,9,33,39,46
25,lstm,0.001,0.1,2,36,9,33,39,46
26,lstm,0.001,0.1,2,36,9,33,39,46
27,lstm,0.001,0.1,2,36,9,33,39,46
28,lstm,0.001,0.1,2,36,9,33,39,46
29,lstm,0.001,0.1,2,36,9,33,39,46
30,lstm,0.001,0.1,2,36,9,33,39,46
31,lstm,0.001,0.1,2,36,9,33,39,46
32,lstm,0.001,0.1,2,36,9,33,39,46
33,lstm,0.001,0.1,2,36,9,33,39,46
34,lstm,0.001,0.1,2,36,9,33,39,46
35,lstm,0.001,0.1,2,36,9,33,39,46
36,lstm,0.001,0.1,2,36,9,33,39,46
37,lstm,0.001,0.1,2,36,9,33,39,46
38,lstm,0.001,0.1,2,36,9,33,39,46
39,lstm,0.001,0.1,2,36,9,33,39,46
40,lstm,0.001,0.1,2,36,9,33,39,46
41,lstm,0.001,0.1,2,36,9,33,39,46
42,lstm,0.001,0.1,2,36,9,33,39,46
43,lstm,0.001,0.1,2,36,9,33,39,46
44,lstm,0.001,0.1,2,36,9,33,39,46
45,lstm,0.001,0.1,2,36,9,33,39,46
46,lstm,0.001,0.1,2,36,9,33,39,46
47,lstm,0.001,0.1,2,36,9,33,39,46
48,lstm,0.001,0.1,2,36,9,33,39,46
49,lstm,0.001,0.1,2,36,9,33,39,46
50,lstm,0.001,0.1,2,36,9,33,39,46
51,lstm,0.001,0.1,2,36,9,33,39,46
52,lstm,0.001,0.1,2,36,9,33,39,46
53,lstm,0.001,0.1,2,36,9,33,39,46
54,lstm,0.001,0.1,2,36,9,33,39,46
55,lstm,0.001,0.1,2,36,9,33,39,46
56,lstm,0.001,0.1,2,36,9,33,39,46
57,lstm,0.001,0.1,2,36,9,33,39,46
58,lstm,0.001,0.1,2,36,9,33,39,46
59,lstm,0.001,0.1,2,36,9,33,39,46
60,lstm,0.001,0.1,2,36,9,33,39,46
61,lstm,0.001,0.1,2,36,9,33,39,46
62,lstm,0.001,0.1,2,36,9,33,39,46
63,lstm,0.001,0.1,2,36,9,33,39,46
64,lstm,0.001,0.1,2,36,9,33,39,46
65,lstm,0.001,0.1,2,36,9,33,39,46
66,lstm,0.001,0.1,2,36,9,33,39,46
67,lstm,0.001,0.1,2,36,9,33,39,46
68,lstm,0.001,0.1,2,36,9,33,39,46
69,lstm,0.001,0.1,2,36,9,33,39,46
70,lstm,0.001,0.1,2,36,9,33,39,46
71,lstm,0.001,0.1,2,36,9,33,39,46
72,lstm,0.001,0.1,2,36,9,33,39,46
73,lstm,0.001,0.1,2,36,9,33,39,46
74,lstm,0.001,0.1,2,36,9,33,39,46
75,lstm,0.001,0.1,2,36,9,33,39,46
76,lstm,0.001,0.1,2,36,9,33,39,46
77,lstm,0.001,0.1,2,36,9,33,39,46
78,lstm,0.001,0.1,2,36,9,33,39,46
79,lstm,0.001,0.1,2,36,9,33,39,46
80,lstm,0.001,0.1,2,36,9,33,39,46
81,lstm,0.001,0.1,2,36,9,33,39,46
82,lstm,0.001,0.1,2,36,9,33,39,46
83,lstm,0.001,0.1,2,36,9,33,39,46
84,lstm,0.001,0.1,2,36,9,33,39,46
85,lstm,0.001,0.1,2,36,9,33,39,46
86,lstm,0.001,0.1,2,36,9,33,39,46
87,lstm,0.001,0.1,2,36,9,33,39,46
88,lstm,0.001,0.1,2,36,9,33,39,46
89,lstm,0.001,0.1,2,36,9,33,39,46
