,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.9, 'n_hidden': 4, 'hidden_1': 30, 'hidden_2': 28, 'hidden_3': 86, 'hidden_4': 55, 'hidden_5': 81}"
val mse,2262.09033203125
test mse,8596.404
total time,102.25149488449097
function calls,180
iterations,4
