,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5,lstm_layers
0,lstm,0.1,0.0,1,24,7,3,38,21,4
1,mlp,0.01,0.4,3,48,3,37,39,3,4
2,mlp,0.01,0.4,3,48,2,37,33,3,4
3,mlp,0.01,0.4,3,48,2,37,34,3,4
4,mlp,0.01,0.4,3,48,2,37,33,3,2
5,mlp,0.01,0.4,3,48,2,35,33,3,2
6,mlp,0.01,0.4,3,48,2,35,33,3,2
7,mlp,0.01,0.4,3,48,2,35,33,3,2
