,Value
best model,"{'model': 'lstm', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 18, 'hidden_2': 11, 'hidden_3': 22, 'hidden_4': 37, 'hidden_5': 42}"
val mse,2287.59326171875
test mse,8581.633
total time,45.970633029937744
function calls,180
iterations,90
