,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.6, 'n_hidden': 2, 'hidden_1': 34, 'hidden_2': 6, 'hidden_3': 69, 'hidden_4': 44, 'hidden_5': 58}"
val mse,2257.619384765625
test mse,9007.226
total time,127.44898390769958
function calls,180
iterations,36
