,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5,lstm_layers
0,lstm,0.1,0.0,1,24,7,3,38,21,4
1,lstm,0.1,0.0,1,24,13,3,38,21,4
2,lstm,0.1,0.0,1,24,13,3,35,21,4
3,lstm,0.1,0.0,1,24,13,3,38,21,4
4,lstm,0.1,0.0,1,24,13,3,38,21,4
5,lstm,0.1,0.0,1,24,13,3,38,21,4
6,lstm,0.1,0.0,1,24,13,3,38,21,4
