,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.6, 'n_hidden': 2, 'hidden_1': 89, 'hidden_2': 6, 'hidden_3': 69, 'hidden_4': 91, 'hidden_5': 64}"
val mse,2255.997314453125
test mse,8595.811
total time,145.16300916671753
function calls,180
iterations,18
