,Value
best model,"{'model': 'mlp', 'learning_rate': 0.1, 'dropout': 0.0, 'n_hidden': 1, 'hidden_1': 18, 'hidden_2': 96, 'hidden_3': 22, 'hidden_4': 37, 'hidden_5': 42}"
val mse,111.62991333007812
test mse,782.4253
total time,5.902669906616211
function calls,180
iterations,36
