,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.4, 'n_hidden': 5, 'hidden_1': 18, 'hidden_2': 71, 'hidden_3': 22, 'hidden_4': 90, 'hidden_5': 12}"
val mse,1798.34619140625
test mse,11460.395
total time,40.09122276306152
function calls,180
iterations,36
