,iteration,start_time,end_time,val_mse
0,1,1631644630.5850823,1631644631.4298816,1812.223388671875
1,2,1631644631.4314475,1631644632.5738106,1813.0848388671875
2,3,1631644632.5755982,1631644633.4144723,1809.290771484375
3,4,1631644633.41614,1631644634.6706266,1801.417724609375
4,5,1631644634.6728494,1631644636.2727258,1808.6190185546875
5,6,1631644636.274408,1631644637.9149861,1804.3836669921875
6,7,1631644637.9166436,1631644638.7908723,1808.6912841796875
7,8,1631644638.7925358,1631644639.924309,1814.307373046875
8,9,1631644639.925945,1631644640.8193913,1813.6806640625
9,10,1631644640.8218336,1631644642.273304,1806.3443603515625
10,11,1631644642.2758045,1631644643.4168277,1801.4635009765625
11,12,1631644643.418445,1631644644.3826945,1817.6702880859375
12,13,1631644644.3842988,1631644645.3533576,1820.4827880859375
13,14,1631644645.3550112,1631644646.4008443,1815.708251953125
14,15,1631644646.4024513,1631644647.4911368,1816.92724609375
15,16,1631644647.4926915,1631644648.4762826,1802.2432861328125
16,17,1631644648.4779718,1631644649.1628408,1810.3865966796875
17,18,1631644649.1644862,1631644650.1419528,1803.15673828125
18,19,1631644650.1435852,1631644651.1089606,1806.8541259765625
19,20,1631644651.1105938,1631644652.3890753,1799.0626220703125
20,21,1631644652.3915234,1631644653.6782196,1800.53271484375
21,22,1631644653.6806567,1631644654.8146272,1805.1597900390625
22,23,1631644654.8166358,1631644655.857524,1811.01220703125
23,24,1631644655.8595734,1631644657.0509095,1801.945068359375
24,25,1631644657.0529299,1631644658.2759728,1810.4322509765625
25,26,1631644658.278326,1631644659.415404,1807.670166015625
26,27,1631644659.4178154,1631644660.5558882,1802.131103515625
27,28,1631644660.55802,1631644661.7518103,1799.3919677734375
28,29,1631644661.7539833,1631644662.8128982,1807.0821533203125
29,30,1631644662.8149612,1631644663.9941401,1799.3458251953125
30,31,1631644663.9970574,1631644664.9536414,1804.81494140625
31,32,1631644664.9558132,1631644666.0941935,1805.888671875
32,33,1631644666.0962157,1631644667.1555498,1799.7431640625
33,34,1631644667.1576447,1631644668.3622267,1798.34619140625
34,35,1631644668.3642766,1631644669.6228178,1808.026123046875
35,36,1631644669.6249273,1631644670.676305,1802.6781005859375
