,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.0001,0.0,2,18,12,22,37,42
1,lstm,0.0001,0.0,2,18,12,22,37,42
2,lstm,0.0001,0.0,2,18,12,22,37,42
3,lstm,0.01,0.7,2,62,6,45,40,50
4,lstm,0.01,0.7,2,62,7,39,39,47
5,lstm,0.0001,0.0,2,18,12,22,37,42
6,lstm,0.0001,0.0,2,18,7,22,37,42
7,lstm,0.001,0.0,2,18,11,22,37,42
8,lstm,0.01,0.1,2,30,10,39,37,47
9,lstm,0.01,0.4,2,48,8,33,38,47
10,lstm,0.1,0.7,2,64,7,40,39,47
11,lstm,0.1,0.0,2,18,12,40,37,42
12,lstm,0.1,0.7,2,64,7,40,39,47
13,lstm,0.1,0.7,2,64,7,40,39,47
14,lstm,0.1,0.6,2,61,7,39,38,42
15,lstm,0.1,0.6,2,63,7,39,38,46
16,lstm,0.1,0.6,2,63,7,39,38,45
17,lstm,0.1,0.7,2,64,7,40,39,51
18,lstm,0.1,0.7,2,62,7,40,38,44
19,lstm,0.1,0.6,2,61,7,39,38,46
20,lstm,0.1,0.6,2,64,7,40,39,47
21,lstm,0.1,0.7,2,66,7,40,39,51
22,lstm,0.1,0.6,2,61,7,39,38,42
23,lstm,0.1,0.6,2,61,7,39,38,43
24,lstm,0.1,0.6,2,61,7,39,38,42
25,lstm,0.1,0.7,2,64,7,39,38,42
26,lstm,0.1,0.6,2,64,7,40,39,44
27,lstm,0.1,0.6,2,63,7,39,39,46
28,lstm,0.1,0.6,2,61,7,39,38,42
29,lstm,0.1,0.6,2,61,7,40,38,42
30,lstm,0.1,0.7,2,64,7,40,39,47
31,lstm,0.1,0.6,2,62,7,39,38,47
32,lstm,0.1,0.6,2,61,7,39,38,42
33,lstm,0.1,0.6,2,63,7,39,38,46
34,lstm,0.1,0.6,2,62,7,39,38,44
35,lstm,0.1,0.5,2,58,7,38,39,37
36,lstm,0.1,0.7,2,64,7,40,39,47
37,lstm,0.1,0.7,2,64,7,39,38,47
38,lstm,0.1,0.6,2,64,7,39,38,46
39,lstm,0.1,0.6,2,64,7,39,39,47
40,lstm,0.1,0.6,2,61,7,39,38,42
41,lstm,0.1,0.6,2,61,7,39,38,43
42,lstm,0.1,0.6,2,61,7,39,38,42
43,lstm,0.1,0.7,2,58,7,38,37,47
44,lstm,0.1,0.5,2,58,7,38,37,38
45,lstm,0.1,0.6,2,61,7,39,38,42
46,lstm,0.1,0.6,2,61,7,39,38,42
47,lstm,0.1,0.5,2,64,7,38,37,37
48,lstm,0.1,0.6,2,61,7,39,38,42
49,lstm,0.1,0.6,2,64,7,39,39,47
50,lstm,0.1,0.7,2,64,7,40,38,42
51,lstm,0.1,0.6,2,61,7,39,38,42
52,lstm,0.1,0.5,2,59,7,38,37,39
53,lstm,0.1,0.6,2,61,7,39,38,42
54,lstm,0.1,0.7,2,64,7,40,39,47
55,lstm,0.1,0.7,2,64,7,40,39,47
56,lstm,0.1,0.6,2,61,7,39,38,42
57,lstm,0.1,0.5,2,58,7,38,37,38
58,lstm,0.1,0.6,2,61,7,39,38,42
59,lstm,0.1,0.7,2,64,7,40,39,47
60,lstm,0.1,0.5,2,64,7,38,39,47
61,lstm,0.1,0.6,2,62,7,40,39,44
62,lstm,0.1,0.6,2,63,7,39,38,42
63,lstm,0.1,0.6,2,61,7,39,38,42
64,lstm,0.1,0.6,2,62,7,40,38,44
65,lstm,0.1,0.6,2,62,7,39,38,44
66,lstm,0.1,0.7,2,64,7,40,39,47
67,lstm,0.1,0.7,2,64,7,40,39,47
68,lstm,0.1,0.7,2,64,7,40,39,47
69,lstm,0.1,0.7,2,64,7,39,38,47
70,lstm,0.1,0.6,2,61,7,39,38,42
71,lstm,0.1,0.5,2,58,7,38,37,47
72,lstm,0.1,0.6,2,61,7,39,38,42
73,lstm,0.1,0.6,2,61,7,40,39,47
74,lstm,0.1,0.7,2,66,7,40,39,51
75,lstm,0.1,0.6,2,61,7,39,38,42
76,lstm,0.1,0.6,2,61,7,39,38,42
77,lstm,0.1,0.7,2,64,7,39,38,42
78,lstm,0.1,0.6,2,61,7,39,38,42
79,lstm,0.1,0.7,2,64,7,40,39,47
80,lstm,0.1,0.6,2,62,7,40,38,44
81,lstm,0.1,0.6,2,61,7,39,38,42
82,lstm,0.1,0.7,2,64,7,40,39,42
83,lstm,0.1,0.6,2,63,7,39,38,46
84,lstm,0.1,0.7,2,65,7,40,39,49
85,lstm,0.1,0.6,2,63,7,39,38,45
86,lstm,0.1,0.6,2,61,7,39,38,44
87,lstm,0.1,0.7,2,66,7,40,39,49
88,lstm,0.1,0.6,2,61,7,39,38,44
89,lstm,0.1,0.7,2,61,7,39,39,47
