,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.4, 'n_hidden': 5, 'hidden_1': 38, 'hidden_2': 95, 'hidden_3': 61, 'hidden_4': 5, 'hidden_5': 95}"
val mse,105.79692077636719
test mse,970.70996
total time,26.514078378677368
function calls,180
iterations,9
