,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.3, 'n_hidden': 4, 'hidden_1': 60, 'hidden_2': 68, 'hidden_3': 29, 'hidden_4': 10, 'hidden_5': 39}"
val mse,109.04588317871094
test mse,869.1188
total time,29.62905526161194
function calls,180
iterations,9
