,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.1, 'n_hidden': 2, 'hidden_1': 90, 'hidden_2': 45, 'hidden_3': 97, 'hidden_4': 19, 'hidden_5': 64}"
val mse,2262.81298828125
test mse,8692.195
total time,90.15469908714294
function calls,180
iterations,4
