,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,0.001,0.6,2,89,6,69,44,58
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,89,71,12
3,lstm,0.1,0.8,5,34,71,89,90,12
4,lstm,0.1,0.8,5,34,71,89,44,12
5,lstm,0.1,0.8,5,34,71,89,44,12
6,lstm,0.1,0.8,5,34,71,89,75,12
7,lstm,0.1,0.8,5,34,71,89,90,12
8,lstm,0.1,0.8,5,34,71,89,51,12
9,lstm,0.1,0.8,5,34,71,89,71,12
10,lstm,0.1,0.8,5,34,71,89,71,12
11,lstm,0.1,0.8,5,34,71,89,70,12
12,lstm,0.1,0.8,5,34,71,89,70,12
13,lstm,0.1,0.8,5,34,71,89,59,12
14,lstm,0.1,0.8,5,34,71,89,97,12
15,lstm,0.1,0.8,5,34,71,89,84,12
16,lstm,0.1,0.8,5,34,71,89,81,12
17,lstm,0.1,0.8,5,34,71,89,53,12
18,lstm,0.1,0.8,5,34,71,89,74,12
19,lstm,0.1,0.8,5,34,71,89,81,12
20,lstm,0.1,0.8,5,34,71,89,77,12
21,lstm,0.1,0.8,5,34,71,89,70,12
22,lstm,0.1,0.8,5,34,71,89,78,12
23,lstm,0.1,0.8,5,34,71,89,97,12
24,lstm,0.1,0.8,5,34,71,89,70,12
25,lstm,0.1,0.8,5,34,71,89,70,12
26,lstm,0.1,0.8,5,34,71,89,71,12
27,lstm,0.1,0.8,5,34,71,89,97,12
28,lstm,0.1,0.8,5,34,71,89,97,12
29,lstm,0.1,0.8,5,34,71,89,97,12
30,lstm,0.1,0.8,5,34,71,89,97,12
31,lstm,0.1,0.8,5,34,71,89,62,12
32,lstm,0.1,0.8,5,34,71,89,97,12
33,lstm,0.1,0.8,5,34,71,89,97,12
34,lstm,0.1,0.8,5,34,71,89,70,12
35,lstm,0.1,0.8,5,34,71,89,48,12
