,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.8, 'n_hidden': 5, 'hidden_1': 34, 'hidden_2': 71, 'hidden_3': 89, 'hidden_4': 70, 'hidden_5': 12}"
val mse,1790.7674560546875
test mse,11460.531
total time,56.43034863471985
function calls,180
iterations,36
