,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.3, 'n_hidden': 2, 'hidden_1': 68, 'hidden_2': 4, 'hidden_3': 53, 'hidden_4': 71, 'hidden_5': 64}"
val mse,2255.32470703125
test mse,8719.685
total time,128.35247230529785
function calls,180
iterations,18
