,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.3, 'n_hidden': 2, 'hidden_1': 90, 'hidden_2': 45, 'hidden_3': 97, 'hidden_4': 68, 'hidden_5': 64}"
val mse,2255.391845703125
test mse,8664.702
total time,108.47602891921997
function calls,180
iterations,4
