,Value
best model,"{'model': 'mlp', 'learning_rate': 0.1, 'dropout': 0.0, 'n_hidden': 3, 'hidden_1': 97, 'hidden_2': 20, 'hidden_3': 6, 'hidden_4': 17, 'hidden_5': 48}"
val mse,99.86595153808594
test mse,1060.6975
total time,25.916008949279785
function calls,180
iterations,3
