,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.2,4,58,5,10,97,59
1,mlp,1e-05,0.1,2,60,98,58,5,81
2,mlp,1e-05,0.9,3,92,98,41,51,62
3,lstm,0.1,0.5,4,53,95,60,91,17
