,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.9, 'n_hidden': 3, 'hidden_1': 92, 'hidden_2': 98, 'hidden_3': 41, 'hidden_4': 51, 'hidden_5': 62}"
val mse,2253.616455078125
test mse,8578.283
total time,86.15673279762268
function calls,180
iterations,4
