,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.8, 'n_hidden': 5, 'hidden_1': 35, 'hidden_2': 71, 'hidden_3': 89, 'hidden_4': 90, 'hidden_5': 13}"
val mse,1791.955078125
test mse,11461.753
total time,56.378692626953125
function calls,180
iterations,36
