,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.5, 'n_hidden': 5, 'hidden_1': 38, 'hidden_2': 92, 'hidden_3': 13, 'hidden_4': 44, 'hidden_5': 71}"
val mse,97.25088500976562
test mse,926.7617
total time,28.02073860168457
function calls,180
iterations,3
