,iteration,start_time,end_time,val_mse
0,1,1631647234.1039577,1631647235.425416,129.96963500976562
1,2,1631647235.4275138,1631647237.1196895,141.07823181152344
2,3,1631647237.1219504,1631647238.714386,136.10401916503906
3,4,1631647238.7170599,1631647240.307419,121.46289825439453
4,5,1631647240.311944,1631647242.1056817,120.5582046508789
5,6,1631647242.108761,1631647243.643642,127.38646697998047
6,7,1631647243.6464772,1631647245.2191503,137.6807861328125
7,8,1631647245.2213101,1631647246.8457277,125.64783477783203
8,9,1631647246.8484862,1631647248.5837193,133.5020751953125
9,10,1631647248.585952,1631647249.8418107,127.48471069335938
10,11,1631647249.8462014,1631647251.0839484,129.5891571044922
11,12,1631647251.0867329,1631647251.99187,108.95370483398438
12,13,1631647251.9940953,1631647253.2197065,104.09541320800781
13,14,1631647253.223458,1631647254.5338924,116.67534637451172
14,15,1631647254.5374312,1631647255.6276906,126.72116088867188
15,16,1631647255.6304789,1631647256.4402337,102.97039794921875
16,17,1631647256.4425147,1631647257.3225408,102.3329849243164
17,18,1631647257.3252704,1631647257.7082527,103.02294158935547
