,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.5, 'n_hidden': 4, 'hidden_1': 53, 'hidden_2': 95, 'hidden_3': 60, 'hidden_4': 91, 'hidden_5': 17}"
val mse,2270.854736328125
test mse,8559.763
total time,114.59665584564209
function calls,180
iterations,9
