,iteration,start_time,end_time,val_mse
0,1,1632121179.8967283,1632121183.2694626,2285.485595703125
1,2,1632121183.2725317,1632121186.1308124,2281.02392578125
2,3,1632121186.134117,1632121189.3050926,2290.009765625
3,4,1632121189.308394,1632121192.8487737,2277.545166015625
4,5,1632121192.8521073,1632121196.1157172,2279.989501953125
5,6,1632121196.118975,1632121199.1284852,2257.413818359375
6,7,1632121199.131795,1632121202.982645,2286.399658203125
7,8,1632121202.986209,1632121205.9114096,2273.853271484375
8,9,1632121205.9147546,1632121208.693776,2274.040283203125
9,10,1632121208.6970541,1632121211.9241385,2278.284912109375
10,11,1632121211.928045,1632121214.6811645,2273.38818359375
11,12,1632121214.6843576,1632121217.1961436,2274.344482421875
12,13,1632121217.199355,1632121220.092957,2272.666748046875
13,14,1632121220.0962152,1632121223.0728204,2273.842529296875
14,15,1632121223.0760434,1632121226.0121899,2274.42138671875
15,16,1632121226.0153491,1632121228.806289,2273.07763671875
16,17,1632121228.8095338,1632121231.8061125,2273.9423828125
17,18,1632121231.8093364,1632121234.485446,2272.4423828125
18,19,1632121234.4886894,1632121237.1320384,2274.3779296875
19,20,1632121237.1352537,1632121239.730056,2273.328857421875
20,21,1632121239.7332275,1632121241.989329,2273.3447265625
21,22,1632121241.9932706,1632121244.6194394,2272.777099609375
