,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.0, 'n_hidden': 2, 'hidden_1': 23, 'hidden_2': 9, 'hidden_3': 24, 'hidden_4': 37, 'hidden_5': 42}"
val mse,1809.90771484375
test mse,11464.769
total time,35.59144639968872
function calls,180
iterations,90
