,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5,lstm_layers
0,lstm,0.01,0.1,5,18,48,30,45,43,5
1,lstm,0.01,0.1,4,42,50,30,45,43,5
2,lstm,0.01,0.1,4,42,50,30,45,43,5
3,lstm,0.01,0.1,4,42,50,30,45,43,5
4,lstm,0.01,0.1,4,42,49,30,45,43,5
5,lstm,0.01,0.0,4,42,50,30,45,43,5
6,lstm,0.01,0.0,4,42,50,30,45,43,5
7,lstm,0.01,0.0,4,42,50,30,45,43,5
